geoid_2010,geoid_2020,AREALAND_INT
060014014003011,060014014003012,598
060014014003012,060014014003012,16329
060014014003013,060014014003013,654
060014014003014,060014014003013,6791
060014014003015,060014014003013,344
060014014003016,060014014003007,11170
060014014003017,060014014003007,817
060014014003018,060014014003016,10418
060014014003019,060014014003019,633
060014014003020,060014014003016,654
060014014003021,060014014003015,18115
060014014003022,060014014003014,4442
060014014003023,060014014003014,346
060014014003024,060014014003014,515
060014014003025,060014014003017,17665
060014014003026,060014014003018,642
060014014003027,060014014003018,1524
060014014003028,060014014003018,500
060014014003029,060014014003018,462
060014014003030,060014014003019,672
060014014003031,060014014003019,16900
060014014003032,060014014003019,385
060014014003033,060014014003020,1075
060014014003034,060014014003021,13892
060014014003035,060014014003016,772
060014014003036,060014014003022,11975
060014014003037,060014014003023,1010
060014014003038,060014014003002,8920
060014014003039,060014014003013,429
060014015001000,060014015001000,937
060014015001001,060014015001004,1212
060014015001002,060014015001003,1174
060014015001003,060014015001002,101
060014015001004,060014015001005,3221
060014015001005,060014015001006,3059
060014015001006,060014015001006,154
060014015001007,060014015001007,863
060014015001008,060014015001007,2023
060014015001009,060014015001007,6800
060014015001010,060014015001012,14118
060014015001011,060014015001011,1162
060014015001012,060014015001008,2146
060014015001013,060014015001013,19054
060014015001014,060014015001014,19209
060014015001015,060014015001007,477
060014015001016,060014015001015,3019
060014015001017,060014015001017,1826
060014015001018,060014015001016,19130
060014015001019,060014015001010,13996
060014015001020,060014015001009,11088
060014015001021,060014015001019,19747
060014015001022,060014015001018,14375
060014015001023,060014015001009,379
060014015001024,060014015001020,1608
060014015001025,060014015001002,948
060014015002000,060014015002000,16723
060014015002001,060014015002001,19189
060014015002002,060014015002002,19827
060014015002003,060014015002003,19138
060014015002004,060014015002004,1709
060014015002005,060014015002005,19048
060014015002006,060014015002006,19856
060014015002007,060014015002007,14905
060014015002008,060014015002008,4100
060014015003000,060014015003000,18338
060014015003001,060014015003001,18863
060014015003002,060014015003002,19038
060014015003003,060014015003003,19715
060014015003004,060014015003004,19171
060014015003005,060014015003005,1635
060014015003006,060014015003006,19242
060014015003007,060014015003007,20176
060014015003008,060014015003008,16564
060014015003009,060014015003009,4432
060014015003010,060014015003010,5272
060014015003011,060014015003011,1233
060014015003012,060014015003012,6060
060014016001000,060014016001000,10818
060014016001001,060014016001001,388
060014016001002,060014016001001,16809
060014016001003,060014016001001,963
060014016001004,060014016001002,16747
060014016001005,060014016001003,34917
060014016001006,060014016001004,17189
060014016001007,060014016001005,1384
060014016001008,060014016001006,17097
060014016001009,060014016001007,17959
060014016001010,060014016001008,14819
060014016001011,060014016001009,1935
060014016001012,060014016001010,14852
060014016001013,060014016001011,1900
060014016001014,060014016001012,18137
060014016001015,060014016001013,8385
060014016001016,060014016001014,2019
060014016001017,060014016001015,14688
060014016001018,060014016001016,17680
060014016001019,060014016001017,17133
060014016001020,060014016001018,1303
060014016001021,060014016001019,16773
060014016001022,060014016001020,17623
060014016001023,060014016001021,16807
060014016001024,060014016001022,16822
060014016001025,060014016001023,16956
060014016001026,060014016001024,1261
060014016001027,060014016001025,14725
060014016001028,060014016001026,5680
060014016001029,060014016001027,20481
060014016002000,060014016002000,24043
060014016002001,060014016002013,28648
060014016002002,060014016002013,406
060014016002003,060014016002001,702
060014016002004,060014016002001,15375
060014016002005,060014016002002,16789
060014016002006,060014016002003,17007
060014016002007,060014016002004,18011
060014016002008,060014016002005,17059
060014016002009,060014016002006,1326
060014016002010,060014016002007,17307
060014016002011,060014016002008,16071
060014016002012,060014016002009,9812
060014016002013,060014016002010,1915
060014016002014,060014016002011,15336
060014016002015,060014016002011,17947
060014016002016,060014016002012,1604
060014016002017,060014016002009,5095
060014016002018,060014016002008,1698
060014016002019,060014016002014,17355
060014016002020,060014016002015,12079
060014016002021,060014016002016,1757
060014016002022,060014016002017,3955
060014017001000,060014017003004,57147
060014017001001,060014017003064,3107
060014017001002,060014017003063,10773
060014017001003,060014017003003,1145
060014017001004,060014017003004,11395
060014017001005,060014017003005,857
060014017001006,060014017003005,48153
060014017001007,060014251044012,1008
060014017001008,060014017003007,7617
060014017001009,060014017003008,12119
060014017001010,060014017003009,28006
060014017001011,060014017003010,15360
060014017001012,060014251022006,5473
060014017001013,060014017003060,4470
060014017001014,060014017003012,6642
060014017001015,060014017003012,10588
060014017001016,060014017003072,14114
060014017001017,060014017003062,7850
060014017001018,060014017003062,10547
060014017001019,060014017003074,12503
060014017001020,060014017003075,28003
060014017001021,060014017003075,1832
060014017001022,060014017003077,12006
060014017001023,060014017003078,2791
060014017001024,060014017003059,10534
060014017001025,060014017003059,5815
060014017001026,060014017003094,4360
060014017001027,060014017003084,24092
060014017001028,060014017003083,20159
060014017001029,060014017003074,14898
060014017001030,060014017003074,25412
060014017001031,060014017003107,20700
060014017001032,060014017003090,2767
060014017001033,060014017003091,2634
060014017001034,060014017003092,3608
060014017001035,060014017003093,4154
060014017001036,060014017003088,4440
060014017001037,060014017003087,23620
060014017001038,060014017003070,20690
060014017001039,060014017003086,12024
060014017001040,060014017003086,45293
060014017001041,060014017003095,9927
060014017001042,060014017003096,3879
060014017001043,060014017003097,2677
060014017001044,060014017003098,418
060014017001045,060014017003081,20012
060014017001046,060014017003076,19693
060014017001047,060014017003079,2609
060014017001048,060014017003080,11085
060014017001049,060014017003085,20419
060014017001050,060014017003082,19891
060014017001051,060014017003100,23996
060014017001052,060014017003099,24646
060014017001053,060014017003098,18763
060014017001054,060014017003098,910
060014017001055,060014017003104,3619
060014017001056,060014017003104,280
060014017001057,060014017003095,321
060014017001058,060014017003107,963
060014017001059,060014017003106,21205
060014017001060,060014017003105,1276
060014017001061,060014017003103,5402
060014017001062,060014017003103,817
060014017001063,060014017003102,13328
060014017001064,060014017003101,23114
060014017001065,060014017003101,843
060014017001066,060014017003108,2433
060014017001067,060014017003109,4458
060014017002000,060014017002026,28534
060014017002001,060014017002002,1520
060014017002002,060014017002003,25800
060014017002003,060014017002004,25459
060014017002004,060014017002005,1524
060014017002005,060014017002006,1731
060014017002006,060014017002007,24111
060014017002007,060014017002008,22759
060014017002008,060014017002009,46950
060014017002009,060014017001002,85694
060014017002010,060014017001004,13654
060014017002011,060014017002018,11071
060014017002012,060014017001002,11940
060014017002013,060014017002012,12377
060014017002014,060014017001010,4971
060014017002015,060014017001007,13389
060014017002016,060014017002011,11716
060014017002017,060014017001006,6261
060014017002018,060014017002010,23475
060014017002019,060014017002021,11864
060014017002020,060014017002023,11666
060014017002021,060014017002022,11571
060014017002022,060014017002025,12006
060014017002023,060014017002020,12245
060014017002024,060014017002019,11054
060014017002025,060014017002024,10599
060014017002026,060014017001002,3497
060014017002027,060014017001001,7516
060014017002028,060014017001002,1255
060014017002029,060014017001011,7364
060014017002030,060014017001005,7905
060014017002031,060014017001003,20572
060014017002032,060014017001008,13626
060014017003000,060014017003018,287099
060014017003001,060014017003017,10699
060014017003002,060014017003015,17226
060014017003003,060014251012000,0
060014017003004,060014017003018,59455
060014017003005,060014017003022,0
060014017003006,060014017003023,1208891
060014017003007,060014017003025,2598
060014017003008,060014017003022,0
060014017003009,060014017003017,7387
060014017003010,060014017003025,32763
060014017003011,060014017003023,221319
060014017003012,060014017003028,9828
060014017003013,060014017003023,406
060014017003014,060014017003023,4546
060014017003015,060014017003033,428624
060014017003016,060014017003033,15766
060014017003017,060014017003033,25452
060014017003018,060014017003033,38025
060014017003019,060014017003035,5431
060014017003020,060014017003033,3844
060014017003021,060014017003015,21987
060014017003022,060014017003015,5062
060014017003023,060014251012003,14177
060014017003024,060014017003058,9170
060014017003025,060014017003036,3385
060014017003026,060014017003037,12407
060014017003027,060014017003033,8020
060014017003028,060014017003023,1104
060014017003029,060014017003023,35869
060014017003030,060014017003029,33408
060014017003031,060014017003023,936
060014017003032,060014017003039,601
060014017003033,060014017003039,8694
060014017003034,060014017003039,881
060014017003035,060014017003039,68349
060014017003036,060014017003040,106901
