GEOID,ZCTA,LAND_AREA
060014026001044,94607,4451
060014026001045,94607,2664
060014027001000,94612,25800
060014027001001,94612,8802
060014027001002,94612,1522
060014027001003,94612,8044
060014027001004,94612,3299
060014027001005,94612,2217
060014027001006,94612,10056
060014027001007,94612,10998
060014027001008,94612,9992
060014027001009,94612,9380
060014027001010,94612,9994
060014027001011,94612,9710
060014027001012,94612,3761
060014027001013,94612,13864
060014027001014,94612,6057
060014027001015,94612,14342
060014027001016,94612,9264
060014027001017,94612,9374
060014027001018,94612,8721
060014027001019,94612,18201
060014027002000,94607,1443
060014027002001,94607,1149
060014027002002,94607,10861
060014027002003,94607,10595
060014027002004,94607,1879
060014027002005,94607,6569
060014027002006,94612,1343
060014027002007,94612,2926
060014027002008,94607,6326
060014027002009,94607,5982
060014027002010,94607,9348
060014027002011,94607,15028
060014027002012,94607,11476
060014027002013,94607,2772
060014027002014,94607,27407
060014027002015,94607,2110
060014027002016,94612,3091
060014027002017,94612,3165
060014027002018,94612,3059
060014027002019,94612,8779
060014027002020,94612,1379
060014027002021,94612,8042
060014027002022,94612,9423
060014027002023,94607,9350
060014027002024,94607,1370
060014027002025,94607,1138
060014027002026,94607,7760
060014027002027,94612,3016
060014027002028,94612,3327
060014027002029,94612,6964
060014027002030,94612,6742
060014028011000,94612,1365
060014028011001,94612,1523
060014028011002,94612,2875
060014028011003,94612,1759
060014028011004,94612,5789
060014028011005,94612,1466
060014028011006,94612,2302
060014028011007,94612,2050
060014028011008,94612,5228
060014028011009,94612,5774
060014028011010,94612,1044
060014028011011,94612,29853
060014028011012,94612,1039
060014028011013,94612,17126
060014028011014,94612,14127
060014028011015,94612,1209
060014028011016,94612,1708
060014028011017,94612,14987
060014028011018,94612,8980
060014028011019,94612,18710
060014028011020,94612,1593
060014028011021,94612,9297
060014028011022,94612,9982
060014028011023,94612,1261
060014028011024,94612,1159
060014028011025,94612,15135
060014028011026,94612,13529
060014028011027,94612,1039
060014028011028,94612,2150
060014028011029,94612,9652
060014028011030,94612,3162
060014028011031,94612,3561
060014028012000,94612,29119
060014028013000,94612,28377
060014028013001,94612,1524
060014028013002,94612,10358
060014028013003,94612,2493
060014028013004,94612,9053
060014028021000,94612,3063
060014028021001,94612,7119
060014028021002,94612,7879
060014028021003,94612,3058
060014028021004,94612,9342
060014028021005,94612,9727
060014028021006,94612,9697
060014028021007,94612,9479
060014028021008,94612,6188
060014028022000,94612,10399
060014028022001,94612,5181
060014028022002,94612,2642
060014028022003,94612,7969
060014028022004,94612,7937
060014028022005,94612,9460
060014028022006,94612,9420
060014029001000,94612,3822
060014029001001,94612,1044
060014029001002,94612,9161
060014029001003,94612,5763
060014029001004,94612,1329
060014029001005,94612,20403
060014029001006,94612,1102
060014029001007,94612,12670
060014029001008,94612,8882
060014029001009,94612,10098
060014029001010,94612,13757
060014029001011,94612,36635
060014029001012,94612,11210
060014029001013,94612,1090
060014029001014,94612,18768
060014029001015,94612,1238
060014029001016,94612,17359
060014029001017,94612,16019
060014029001018,94612,18412
060014029001019,94612,23645
060014029001020,94612,2096
060014029001021,94612,1619
060014029001022,94612,2207
060014029001023,94612,2887
060014029001024,94612,1396
060014029001025,94612,20138
060014029001026,94612,19366
060014029001027,94612,19453
060014029001028,94612,15882
060014029001029,94612,13352
060014029001030,94612,1020
060014029001031,94612,13443
060014029001032,94612,12981
060014029002000,94612,13839
060014029002001,94612,35045
060014030001000,94607,9807
060014030001001,94607,10149
060014030001002,94607,1025
060014030001003,94607,10656
060014030001004,94607,10743
060014030001005,94607,1038
060014030001006,94607,3406
060014030001007,94607,2976
060014030001008,94607,1314
060014030001009,94607,9845
060014030001010,94607,9806
060014030001011,94607,2020
060014030001012,94607,2394
060014030001013,94607,1712
060014030002000,94612,10182
060014030002001,94612,10363
060014030002002,94607,10110
060014030002003,94612,10081
060014030002004,94607,9936
060014030002005,94607,9849
060014030002006,94607,9789
060014030002007,94607,9859
060014030002008,94607,9999
060014030002009,94607,9817
060014030002010,94607,9749
060014030002011,94607,9714
060014030002012,94607,10051
060014030002013,94607,9954
060014030002014,94607,10019
060014030002015,94607,1720
060014030002016,94607,2789
060014030002017,94607,1898
060014030002018,94607,1861
060014030002019,94607,2692
060014030002020,94607,11859
060014030003000,94612,10262
060014030003001,94612,11033
060014030003002,94612,10645
060014030003003,94607,10467
060014030003004,94607,9844
060014030003005,94607,10025
060014030003006,94607,19625
060014030003007,94607,20208
060014030003008,94607,1103
060014031001000,94612,1983
060014031001001,94612,10471
060014031001002,94612,10339
060014031001003,94612,9964
060014031001004,94607,9961
060014031001005,94607,9887
060014031001006,94607,9817
060014031001007,94612,9886
060014031001008,94612,37903
060014031001009,94607,19565
060014031001010,94607,20527
060014031001011,94607,10021
060014031001012,94607,9866
060014031001013,94607,9713
060014031001014,94607,9725
060014031001015,94607,9350
060014031002000,94607,9772
060014031002001,94607,9922
060014031002002,94607,9677
060014031002003,94607,9700
060014031002004,94607,10043
060014031002005,94607,10086
060014031002006,94607,20100
060014031002007,94607,9973
060014031002008,94607,9895
060014031002009,94607,9725
060014031002010,94607,10131
060014031002011,94607,3290
060014031002012,94607,5256
060014031002013,94607,1065
060014031002014,94607,2834
060014031002015,94607,2213
060014031002016,94607,6188
060014031002017,94607,3972
060014031002018,94607,1466
060014031002019,94607,2566
060014033011000,94607,10140
060014033011001,94607,10081
060014033011002,94607,9882
060014033011003,94607,9811
060014033011004,94607,9592
060014033011005,94607,9849
060014033011006,94607,9736
060014033011007,94607,9768
060014033011008,94607,10237
060014033012000,94607,9940
060014033012001,94607,10025
060014033012002,94607,9986
060014033012003,94607,9779
060014033012004,94607,11100
060014033012005,94607,9635
060014033012006,94607,9804
060014033012007,94607,9837
060014033012008,94607,10075
060014033012009,94607,3972
060014033012010,94607,4620
060014033012011,94607,3150
060014033012012,94607,1614
060014033012013,94607,1816
060014033012014,94607,2149
060014033021000,94607,3789
060014033021001,94607,3327
060014033021002,94607,3525
060014033021003,94607,10217
060014033021004,94607,10160
060014033021005,94607,9975
060014033021006,94607,9527
060014033021007,94607,9631
060014033022000,94612,4206
060014033022001,94607,72828
060014033022002,94607,4927
060014033022003,94607,9339
060014033022004,94607,96341
060014033022005,94607,9990
060014033022006,94607,10196
060014033022007,94607,72205
060014033022008,94607,4661
060014033022009,94607,9662
060014033022010,94607,52415
060014033022011,94607,13585
060014033022012,94607,53885
060014033022013,94607,19542
060014033022014,94607,148577
060014033022015,94607,962
060014033023000,94607,10566
060014033023001,94607,9512
060014033023002,94607,10350
060014033023003,94607,10438
060014033023004,94607,34901
060014034011000,94610,1926
060014034011001,94612,217971
060014034011002,94610,95604
060014034011003,94610,1168
060014034011004,94612,2896
060014034011005,94610,2072
060014034011006,94612,0
060014034011007,94612,1697
060014034011008,94612,2529
060014034011009,94612,2045
060014034011010,94612,32528
060014034011011,94612,11401
060014034011012,94612,21144
060014034011013,94612,58189
060014034011014,94612,3713
060014034011015,94612,2966
060014034011016,94612,6648
060014034011017,94612,9784
060014034012000,94612,25554
060014034012001,94612,12382
060014034013000,94612,37469
060014034021000,94612,10198
060014034021001,94612,10230
060014034021002,94612,10379
060014034021003,94612,10089
060014034021004,94612,9999
060014034021005,94612,9896
060014034022000,94612,38424
060014035011000,94611,15957
060014035011001,94611,71241
060014035012000,94611,2894
060014035012001,94611,3757
060014035012002,94611,8408
060014035012003,94611,7126
060014035012004,94611,1508
060014035012005,94611,31350
060014035012006,94611,10399
060014035012007,94611,9800
060014035012008,94611,1080
060014035012009,94610,7831
060014035012010,94611,49513
060014035012011,94611,10839
060014035012012,94611,18533
060014035012013,94611,13983
060014035012014,94611,2696
060014035012015,94611,1561
060014035012016,94611,48342
060014035012017,94611,12344
060014035012018,94611,19097
060014035012019,94610,2244
060014035012020,94610,3134
060014035012021,94611,17727
060014035013000,94611,1963
060014035013001,94611,2722
060014035013002,94611,39137
060014035013003,94611,1560
060014035013004,94611,1185
060014035013005,94611,10024
060014035013006,94611,4378
060014035013007,94611,8886
060014035013008,94611,4028
060014035013009,94610,23717
060014035013010,94611,1281
060014035013011,94610,2752
060014035013012,94611,10266
060014035013013,94610,5594
060014035014000,94611,29913
060014035014001,94611,1418
060014035014002,94612,11577
060014035014003,94612,7224
060014035014004,94612,1099
060014035014005,94612,7591
060014035014006,94612,17084
060014035014007,94612,1221
060014035014008,94612,1378
060014035014009,94612,4296
060014035014010,94612,1471
060014035014011,94612,10243
060014035014012,94612,13921
060014035014013,94612,14063
060014035014014,94612,21383
060014035014015,94612,13411
060014035014016,94612,10387
060014035014017,94612,5814
060014035014018,94612,7522
060014035021000,94611,4384
060014035021001,94610,7509
060014035021002,94610,47712
060014035021003,94610,2073
060014035021004,94610,1096
060014035021005,94610,13369
060014035022000,94611,10746
060014035022001,94611,8780
060014035022002,94610,8006
060014035022003,94610,33759
060014035022004,94610,8930
060014035022005,94611,8815
060014035022006,94611,25954
060014036001000,94610,24322
060014036001001,94610,20267
060014036001002,94610,15685
060014036002000,94610,25536
060014036002001,94610,24025
060014036002002,94610,31271
060014036003000,94610,7347
060014036003001,94610,12704
060014036003002,94610,1329
060014036003003,94610,33064
060014036003004,94610,18548
060014036003005,94610,10597
060014036003006,94610,29059
060014036003007,94610,67121
060014036003008,94610,19086
060014036003009,94610,23922
060014036003010,94610,28937
060014037011000,94610,30190
060014037011001,94610,3054
060014037011002,94612,3153
060014037011003,94610,18993
060014037011004,94610,2311
060014037011005,94610,21398
060014037012000,94610,30569
060014037012001,94610,20390
060014037012002,94610,24214
060014037012003,94610,19675
060014037021000,94610,4674
060014037021001,94610,5915
060014037021002,94610,36540
060014037021003,94610,6879
060014037021004,94610,21367
060014037021005,94610,24136
060014037021006,94610,3362
060014037021007,94610,3407
060014037021008,94610,1510
060014037022000,94610,18141
060014037022001,94610,15345
060014037022002,94610,18667
060014037022003,94610,1019
060014037022004,94610,14346
060014037022005,94610,12076
060014037022006,94610,1118
060014037022007,94610,1077
060014037022008,94610,9521
060014038001000,94610,22174
060014038001001,94610,2119
060014038001002,94610,9564
060014038001003,94610,216
060014038001004,94610,21975
060014038001005,94610,50789
060014038001006,94610,25567
060014038001007,94610,18517
060014038001008,94610,18094
060014038001009,94610,907
060014038002000,94610,20631
060014038002001,94610,19675
060014038002002,94610,7659
060014038002003,94610,7588
060014038002004,94610,5223
060014038002005,94610,15769
060014038002006,94610,14993
060014038002007,94610,14188
060014038002008,94610,4719
060014038003000,94610,27581
060014038003001,94610,7755
060014038003002,94610,36423
060014038003003,94610,14997
060014038003004,94610,14580
060014038003005,94610,11148
060014038003006,94610,10279
060014038003007,94610,4903
060014038003008,94610,1888
060014038003009,94610,3138
060014038003010,94610,4972
060014038004000,94610,40460
060014038004001,94610,4856
060014038004002,94610,6186
060014038004003,94610,337
060014038004004,94610,1144
060014038004005,94610,3652
060014038004006,94610,22274
060014038004007,94610,21274
060014038004008,94610,10790
060014038004009,94610,8928
060014038004010,94610,1146
060014038004011,94610,1427
060014038004012,94610,13571
060014038004013,94610,10936
060014038004014,94610,16933
060014038004015,94610,21564
060014038004016,94610,8021
060014038004017,94610,28088
060014038004018,94610,13050
060014039001000,94610,75399
060014039001001,94610,16217
060014039001002,94611,5142
